CATEGORÍA,CÓDIGO DE VEHÍCULO,TIPO TRANSACCIÓN,MARCA,MODELO,PAÍS,AÑO MODELO,CLASE,SUB CLASE,TIPO,AVALÚO,FECHA PROCESO (DD/MM/AA),TIPO SERVICIO,CILINDRAJE,TIPO COMBUSTIBLE,FECHA COMPRA (DD/MM/AA),CANTÓN,COLOR 1,COLOR 2,PERSONA NATURAL - JURÍDICA
983912,9781353,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/14/2024,PAR,200,GASOLINA,12/7/2024,11308,NEG,NEG,NATURAL
983912,9787863,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/14/2024,PAR,200,GASOLINA,12/18/2024,10901,PLO,PLO,NATURAL
983912,9770657,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/14/2024,PAR,200,GASOLINA,12/19/2024,10901,NEG,NEG,NATURAL
983912,9780677,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/14/2024,PAR,200,GASOLINA,12/9/2024,10927,NEG,NEG,NATURAL
983912,9789717,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/16/2024,PAR,200,GASOLINA,12/15/2024,31901,PLO,PLO,NATURAL
983912,9785630,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/16/2024,PAR,200,GASOLINA,12/11/2024,21707,NEG,NEG,NATURAL
983912,9771152,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/17/2024,PAR,200,GASOLINA,12/16/2024,20304,PLO,PLO,NATURAL
983912,9789722,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/17/2024,PAR,200,GASOLINA,12/15/2024,20501,NEG,NEG,NATURAL
983912,9771096,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/17/2024,PAR,200,GASOLINA,12/17/2024,10927,NEG,NEG,NATURAL
983912,9789746,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/18/2024,PAR,200,GASOLINA,12/16/2024,10927,NEG,NEG,NATURAL
983912,9771140,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/18/2024,PAR,200,GASOLINA,12/15/2024,10901,NEG,NEG,NATURAL
983912,9771158,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/18/2024,PAR,200,GASOLINA,12/15/2024,10927,PLO,PLO,NATURAL
983912,9770657,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/19/2024,PAR,200,GASOLINA,12/19/2024,10901,NEG,NEG,NATURAL
983912,9787863,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/20/2024,PAR,200,GASOLINA,12/18/2024,10901,PLO,PLO,NATURAL
983912,9770657,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/20/2024,PAR,200,GASOLINA,12/19/2024,10901,NEG,NEG,NATURAL
983912,9787905,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/20/2024,PAR,200,GASOLINA,12/19/2024,10927,NEG,NEG,NATURAL
983912,9785727,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/23/2024,PAR,200,GASOLINA,12/23/2024,31901,PLO,PLO,NATURAL
983912,9770655,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/23/2024,PAR,200,GASOLINA,12/22/2024,20304,PLO,PLO,NATURAL
983912,9787869,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/24/2024,PAR,200,GASOLINA,12/18/2024,10901,PLO,PLO,NATURAL
983901,9793662,IMPORTACIÓN DIRECTA,CHEVROLET,D-MAX HI RIDE CRDI AC 2.0 CD 4X2 TM DIESEL,CHINA POPULAR,2025,CAMIONETA,DOBLE CABINA,LIVIANO,29990,12/18/2024,PAR,1996,DIESEL,12/10/2024,21701,BLA,,JURIDICA
983898,9771057,IMPORTACIÓN DIRECTA,MERCEDES BENZ,GLC 200 4MATIC AC 2.0 5P 4X4 TA,ALEMANIA,2024,JEEP,JEEP,LIVIANO,82465.59,12/17/2024,PAR,1999,GASOLINA,11/26/2024,21701,AZU,AZU,NATURAL
983897,9769526,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,11/28/2024,PAR,2199,DIESEL,11/28/2024,11311,PLO,,NATURAL
983897,9769541,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,11/28/2024,PAR,2199,DIESEL,11/28/2024,20101,PLA,PLA,JURIDICA
983897,9769529,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,11/29/2024,PAR,2199,DIESEL,11/28/2024,20101,PLA,PLA,JURIDICA
983897,9769535,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,11/29/2024,PAR,2199,DIESEL,11/28/2024,10701,AZU,AZU,NATURAL
983897,9769535,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,11/29/2024,PAR,2199,DIESEL,11/28/2024,10701,AZU,AZU,NATURAL
983897,9769542,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,11/29/2024,PAR,2199,DIESEL,11/29/2024,10920,AZU,AZU,NATURAL
983897,9769551,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,11/29/2024,PAR,2199,DIESEL,11/29/2024,21701,PLO,PLO,NATURAL
983897,9769536,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,11/29/2024,PAR,2199,DIESEL,11/28/2024,10927,BLA,BLA,JURIDICA
983897,9769538,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,11/29/2024,PAR,2199,DIESEL,11/28/2024,10901,PLA,PLA,NATURAL
983897,9769533,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,11/29/2024,PAR,2199,DIESEL,11/28/2024,21701,PLO,PLO,NATURAL
983897,9769532,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,11/30/2024,PAR,2199,DIESEL,11/29/2024,21801,AZU,AZU,NATURAL
983897,9769553,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,11/30/2024,PAR,2199,DIESEL,11/30/2024,11311,PLO,,NATURAL
983897,9769545,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/3/2024,PAR,2199,DIESEL,11/28/2024,21801,AZU,AZU,NATURAL
983897,9769527,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/10/2024,PAR,2199,DIESEL,12/9/2024,10901,BLA,BLA,NATURAL
983897,9769547,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/10/2024,PAR,2199,DIESEL,12/2/2024,20601,PLA,,JURIDICA
983897,9769548,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/10/2024,PAR,2199,DIESEL,12/2/2024,20601,PLA,,JURIDICA
983897,9769544,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/12/2024,PAR,2199,DIESEL,12/12/2024,20501,BLA,BLA,JURIDICA
983897,9769530,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/13/2024,PAR,2199,DIESEL,12/12/2024,10901,PLA,PLA,NATURAL
983897,9798275,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/16/2024,PAR,2199,DIESEL,12/19/2024,21707,PLO,,JURIDICA
983897,9769554,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/18/2024,PAR,2199,DIESEL,12/17/2024,11301,PLO,,JURIDICA
983897,9798288,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/19/2024,PAR,2199,DIESEL,12/18/2024,10901,PLA,,NATURAL
983897,9798275,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/19/2024,PAR,2199,DIESEL,12/19/2024,21707,PLO,,JURIDICA
983897,9798281,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/19/2024,PAR,2199,DIESEL,12/19/2024,20601,NEG,,NATURAL
983897,9798287,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/19/2024,PAR,2199,DIESEL,12/19/2024,20601,NEG,NEG,NATURAL
983897,9769550,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/20/2024,PAR,2199,DIESEL,12/20/2024,21701,AZU,AZU,JURIDICA
983897,9798273,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/21/2024,PAR,2199,DIESEL,12/21/2024,21801,PLA,PLA,NATURAL
983897,9798272,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/24/2024,PAR,2199,DIESEL,12/23/2024,21701,PLO,,NATURAL
983897,9798267,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/30/2024,PAR,2199,DIESEL,12/30/2024,10901,PLO,,JURIDICA
983897,9798284,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/30/2024,PAR,2199,DIESEL,12/30/2024,20101,PLA,,JURIDICA
983897,9798282,COMPRA LOCAL,HYUNDAI,STARIA 11PAS GL AC 2.2 5P 4X2 TM DIESEL,COREA DEL SUR,2025,CAMIONETA,FURGONETA,LIVIANO,39990,12/30/2024,PAR,2199,DIESEL,12/30/2024,21801,PLA,,NATURAL
983895,9456203,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,8/22/2024,ALQ,7684,DIESEL,8/21/2024,21701,AZU,AZU,NATURAL
983895,9580082,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,8/31/2024,ALQ,7684,DIESEL,8/30/2024,21701,NEG,,JURIDICA
983895,9623945,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,9/2/2024,ALQ,7684,DIESEL,8/31/2024,21701,AZU,AZU,JURIDICA
983895,9580079,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,9/30/2024,ALQ,7684,DIESEL,8/30/2024,21701,NEG,,JURIDICA
983895,9580079,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,9/30/2024,ALQ,7684,DIESEL,8/30/2024,21701,NEG,,JURIDICA
983895,9580077,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,9/30/2024,ALQ,7684,DIESEL,8/30/2024,21701,NEG,,JURIDICA
983895,9580080,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,9/30/2024,ALQ,7684,DIESEL,8/30/2024,21701,NEG,,JURIDICA
983895,9580076,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,9/30/2024,ALQ,7684,DIESEL,8/30/2024,21701,NEG,,JURIDICA
983895,9580074,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,9/30/2024,ALQ,7684,DIESEL,8/30/2024,21701,NEG,,JURIDICA
983895,9535638,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,9/30/2024,ALQ,7684,DIESEL,8/30/2024,21701,NEG,,JURIDICA
983895,9535637,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,9/30/2024,ALQ,7684,DIESEL,8/30/2024,21701,NEG,,JURIDICA
983895,9580083,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,9/30/2024,ALQ,7684,DIESEL,8/30/2024,21701,NEG,,JURIDICA
983895,9535635,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,9/30/2024,ALQ,7684,DIESEL,8/30/2024,21701,NEG,,JURIDICA
983895,9650808,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,10/2/2024,ALQ,7684,DIESEL,9/30/2024,21701,AZU,AZU,NATURAL
983895,9650808,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,10/3/2024,ALQ,7684,DIESEL,9/30/2024,21701,AZU,AZU,NATURAL
983895,9650808,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,10/3/2024,ALQ,7684,DIESEL,9/30/2024,21701,AZU,AZU,NATURAL
983895,9480239,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,10/18/2024,ALQ,7684,DIESEL,10/18/2024,10901,BLA,AMA,JURIDICA
983895,9596807,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,10/18/2024,ALQ,7684,DIESEL,10/18/2024,10901,BLA,AMA,JURIDICA
983895,9596798,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,10/18/2024,ALQ,7684,DIESEL,10/18/2024,10901,BLA,AMA,JURIDICA
983895,9596805,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,10/18/2024,ALQ,7684,DIESEL,10/18/2024,10901,BLA,AMA,JURIDICA
983895,9476621,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,10/31/2024,ALQ,7684,DIESEL,10/30/2024,21701,NEG,,NATURAL
983895,9605990,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,11/18/2024,ALQ,7684,DIESEL,11/13/2024,11308,NEG,,NATURAL
983895,9623945,COMPRA LOCAL,HINO,AK8JRSA 7.7 4P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,87990,12/4/2024,ALQ,7684,DIESEL,8/31/2024,21701,AZU,AZU,JURIDICA
983763,9468980,COMPRA LOCAL,JMC,N800 6.5T AC 2.9 2P 4X2 TM DIESEL,CHINA POPULAR,2025,CAMION,CAJON-C,PESADO,26290,5/31/2024,PAR,2892,DIESEL,9/27/2024,21801,BLA,,NATURAL
983763,9468980,COMPRA LOCAL,JMC,N800 6.5T AC 2.9 2P 4X2 TM DIESEL,CHINA POPULAR,2025,CAMION,CAJON-C,PESADO,26290,5/31/2024,PAR,2892,DIESEL,9/27/2024,21801,BLA,,NATURAL
983763,9468980,COMPRA LOCAL,JMC,N800 6.5T AC 2.9 2P 4X2 TM DIESEL,CHINA POPULAR,2025,CAMION,CAJON-C,PESADO,26290,5/31/2024,PAR,2892,DIESEL,9/27/2024,21801,BLA,,NATURAL
983763,9468980,COMPRA LOCAL,JMC,N800 6.5T AC 2.9 2P 4X2 TM DIESEL,CHINA POPULAR,2025,CAMION,CAJON-C,PESADO,26290,5/31/2024,PAR,2892,DIESEL,9/27/2024,21801,BLA,,NATURAL
983763,9550838,COMPRA LOCAL,JMC,N800 6.5T AC 2.9 2P 4X2 TM DIESEL,CHINA POPULAR,2025,CAMION,CAJON-C,PESADO,26290,7/31/2024,PAR,2892,DIESEL,10/30/2024,10927,BLA,BLA,NATURAL
983763,9468980,COMPRA LOCAL,JMC,N800 6.5T AC 2.9 2P 4X2 TM DIESEL,CHINA POPULAR,2025,CAMION,CAJON-C,PESADO,26290,11/7/2024,PAR,2892,DIESEL,9/27/2024,21801,BLA,,NATURAL
983763,9550838,COMPRA LOCAL,JMC,N800 6.5T AC 2.9 2P 4X2 TM DIESEL,CHINA POPULAR,2025,CAMION,CAJON-C,PESADO,26290,11/21/2024,PAR,2892,DIESEL,10/30/2024,10927,BLA,BLA,NATURAL
983762,9430686,COMPRA LOCAL,FOTON,AUMARK S BJ1128 R22.5 AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,2025,CAMION,PLATAFORMA-C,PESADO,40290,6/26/2024,ALQ,3760,DIESEL,6/18/2024,10927,BLA,BLA,NATURAL
983756,9762783,COMPRA LOCAL,JAC,HFC1040KN 2.7 2P 4X2 TM DIESEL,CHINA POPULAR,2025,CAMION,CAJON-C,PESADO,23890,12/19/2024,PAR,2746,DIESEL,12/13/2024,21709,BLA,BLA,JURIDICA
983754,9763892,IMPORTACIÓN DIRECTA,JEEP,GRAND CHEROKEE LAREDO AC 2.0 5P 4X4 TA,ESTADOS UNIDOS,2022,JEEP,JEEP,LIVIANO,29279.24,11/27/2024,PAR,2000,GASOLINA,11/22/2024,10927,PLA,PLA,NATURAL
983748,9793656,IMPORTACIÓN DIRECTA,MERCEDES BENZ,GLA 200 AC 1.3 5P 4X2 TA,ALEMANIA,2021,JEEP,JEEP,LIVIANO,15811.86,12/16/2024,PAR,4,GASOLINA,12/9/2024,21701,PLO,,NATURAL
983747,9758693,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,11/20/2024,PAR,150,GASOLINA,11/19/2024,10927,ROJ,ROJ,JURIDICA
983747,9758697,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,11/20/2024,PAR,150,GASOLINA,11/18/2024,10901,ROJ,ROJ,NATURAL
983747,9758705,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,11/21/2024,PAR,150,GASOLINA,11/20/2024,10901,ROJ,,NATURAL
983747,9758690,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,11/22/2024,PAR,150,GASOLINA,11/21/2024,10901,ROJ,ROJ,NATURAL
983747,9759137,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,11/22/2024,PAR,150,GASOLINA,11/22/2024,31507,ROJ,,NATURAL
983747,9759281,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,11/23/2024,PAR,150,GASOLINA,11/23/2024,10901,ROJ,,NATURAL
983747,9759170,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,11/25/2024,PAR,150,GASOLINA,11/25/2024,21111,NEG,,NATURAL
983747,9765677,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,11/26/2024,PAR,150,GASOLINA,11/22/2024,21101,ROJ,,NATURAL
983747,9759374,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,11/26/2024,PAR,150,GASOLINA,11/25/2024,10901,NEG,NEG,NATURAL
983747,9759251,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,11/26/2024,PAR,150,GASOLINA,11/25/2024,10901,NEG,,NATURAL
983747,9759314,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,11/29/2024,PAR,150,GASOLINA,11/29/2024,21111,NEG,,NATURAL
983747,9759255,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,11/30/2024,PAR,150,GASOLINA,11/29/2024,10901,NEG,,NATURAL
983747,9759195,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/1/2024,PAR,150,GASOLINA,12/1/2024,11201,NEG,NEG,NATURAL
983747,9759161,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/2/2024,PAR,150,GASOLINA,12/2/2024,10927,NEG,NEG,NATURAL
983747,9759237,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/4/2024,PAR,150,GASOLINA,12/3/2024,10901,NEG,NEG,NATURAL
983747,9759158,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/4/2024,PAR,150,GASOLINA,12/3/2024,10901,NEG,,NATURAL
983747,9759350,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/5/2024,PAR,150,GASOLINA,12/4/2024,10901,NEG,,NATURAL
983747,9759341,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/6/2024,PAR,150,GASOLINA,12/5/2024,10901,NEG,NEG,NATURAL
983747,9759285,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/10/2024,PAR,150,GASOLINA,12/9/2024,10901,ROJ,,NATURAL
983747,9759368,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/10/2024,PAR,150,GASOLINA,12/9/2024,10901,NEG,,NATURAL
983747,9759324,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/11/2024,PAR,150,GASOLINA,12/10/2024,10901,NEG,,NATURAL
983747,9759165,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/11/2024,PAR,150,GASOLINA,12/10/2024,10901,NEG,,NATURAL
983747,9759218,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/11/2024,PAR,150,GASOLINA,12/10/2024,10901,NEG,,NATURAL
983747,9759357,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/12/2024,PAR,150,GASOLINA,12/11/2024,10901,NEG,,NATURAL
983747,9759225,COMPRA LOCAL,LONCIN,LX150-69A,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/12/2024,PAR,150,GASOLINA,12/11/2024,10901,NEG,,NATURAL
