CATEGORÍA,CÓDIGO DE VEHÍCULO,TIPO TRANSACCIÓN,MARCA,MODELO,PAÍS,AÑO MODELO,CLASE,SUB CLASE,TIPO,AVALÚO,FECHA PROCESO (DD/MM/AA),TIPO SERVICIO,CILINDRAJE,TIPO COMBUSTIBLE,FECHA COMPRA (DD/MM/AA),CANTÓN,COLOR 1,COLOR 2,PERSONA NATURAL - JURÍDICA
983507,9783927,COMPRA LOCAL,LONCIN,LX150-59,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/9/2024,PAR,150,GASOLINA,12/9/2024,10801,ROJ,,NATURAL
983507,9783920,COMPRA LOCAL,LONCIN,LX150-59,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/15/2024,PAR,150,GASOLINA,12/4/2024,10805,ROJ,,NATURAL
983507,9784076,COMPRA LOCAL,LONCIN,LX150-59,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/17/2024,PAR,150,GASOLINA,12/17/2024,22301,NEG,NEG,NATURAL
983507,9783846,COMPRA LOCAL,LONCIN,LX150-59,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/17/2024,PAR,150,GASOLINA,12/17/2024,22301,NEG,NEG,NATURAL
983507,9783812,COMPRA LOCAL,LONCIN,LX150-59,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/17/2024,PAR,150,GASOLINA,12/17/2024,22301,ROJ,ROJ,NATURAL
983507,9783966,COMPRA LOCAL,LONCIN,LX150-59,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/17/2024,PAR,150,GASOLINA,12/17/2024,11210,NEG,,NATURAL
983507,9783885,COMPRA LOCAL,LONCIN,LX150-59,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/17/2024,PAR,150,GASOLINA,12/17/2024,11210,ROJ,,NATURAL
983507,9783863,COMPRA LOCAL,LONCIN,LX150-59,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/18/2024,PAR,150,GASOLINA,12/16/2024,22301,NEG,,NATURAL
983507,9783956,COMPRA LOCAL,LONCIN,LX150-59,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/18/2024,PAR,150,GASOLINA,12/18/2024,10801,NEG,,NATURAL
983507,9783917,COMPRA LOCAL,LONCIN,LX150-59,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1180,12/18/2024,PAR,150,GASOLINA,12/17/2024,10801,ROJ,,NATURAL
983505,9784194,COMPRA LOCAL,LONCIN,LX200AU-2,CHINA POPULAR,2026,MOTOCICLETA,CUADRON,LIVIANO,3583,12/4/2024,PAR,200,GASOLINA,12/3/2024,11301,ANA,ANA,NATURAL
983505,9800826,COMPRA LOCAL,LONCIN,LX200AU-2,CHINA POPULAR,2026,MOTOCICLETA,CUADRON,LIVIANO,3583,12/17/2024,PAR,200,GASOLINA,12/16/2024,10901,NEG,,NATURAL
983505,9801507,COMPRA LOCAL,LONCIN,LX200AU-2,CHINA POPULAR,2026,MOTOCICLETA,CUADRON,LIVIANO,3583,12/17/2024,PAR,200,GASOLINA,12/13/2024,21701,ANA,,NATURAL
983505,9799622,COMPRA LOCAL,LONCIN,LX200AU-2,CHINA POPULAR,2026,MOTOCICLETA,CUADRON,LIVIANO,3583,12/18/2024,PAR,200,GASOLINA,12/10/2024,21801,ANA,ANA,NATURAL
983505,9805088,COMPRA LOCAL,LONCIN,LX200AU-2,CHINA POPULAR,2026,MOTOCICLETA,CUADRON,LIVIANO,3583,12/19/2024,PAR,200,GASOLINA,12/18/2024,10901,NEG,,NATURAL
983505,9805086,COMPRA LOCAL,LONCIN,LX200AU-2,CHINA POPULAR,2026,MOTOCICLETA,CUADRON,LIVIANO,3583,12/19/2024,PAR,200,GASOLINA,12/18/2024,10901,NEG,,NATURAL
983501,9623957,COMPRA LOCAL,FUSO,FJ 1828 AC 6.4 2P 4X2 TM DIESEL,INDIA,2025,CAMION,CAJON-C,PESADO,78990,10/22/2024,ALQ,6373,DIESEL,10/22/2024,21707,BLA,BLA,NATURAL
983499,9753758,COMPRA LOCAL,FUSO,CANTER FE73PE6SLNRA AC 3.9 2P 4X2 TM DIESEL,JAPON,2025,CAMION,CAJON-C,PESADO,30490,12/12/2024,PAR,3907,DIESEL,11/28/2024,21707,BLA,BLA,JURIDICA
983496,9442965,COMPRA LOCAL,HINO,AK8JRSA 7.7 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,150057.99,10/18/2024,ALQ,7684,DIESEL,10/17/2024,32104,ROJ,BLA,NATURAL
983496,9746142,COMPRA LOCAL,HINO,AK8JRSA 7.7 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,150057.99,11/20/2024,ALQ,7684,DIESEL,11/19/2024,21702,VRD,BLA,NATURAL
983495,9797664,IMPORTACIÓN DIRECTA,NISSAN,KICKS AC 1.6 5P 4X2 TA,MEXICO,2024,JEEP,JEEP,LIVIANO,35821.8,12/27/2024,PAR,1600,GASOLINA,12/12/2024,21701,NEG,,NATURAL
983493,9770636,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/10/2024,PAR,175,GASOLINA,12/2/2024,21701,PLO,PLO,NATURAL
983493,9779304,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/10/2024,PAR,175,GASOLINA,11/30/2024,10901,CRE,CRE,NATURAL
983493,9770615,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/11/2024,PAR,175,GASOLINA,12/7/2024,11309,CRE,CRE,NATURAL
983493,9770616,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/11/2024,PAR,175,GASOLINA,12/7/2024,21701,CRE,CRE,NATURAL
983493,9770628,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/11/2024,PAR,175,GASOLINA,12/7/2024,10927,CRE,CRE,NATURAL
983493,9779303,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/12/2024,PAR,175,GASOLINA,12/2/2024,10927,PLO,PLO,NATURAL
983493,9770604,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/12/2024,PAR,175,GASOLINA,12/10/2024,11201,PLO,PLO,NATURAL
983493,9770604,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/12/2024,PAR,175,GASOLINA,12/10/2024,11201,PLO,PLO,NATURAL
983493,9779303,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/12/2024,PAR,175,GASOLINA,12/2/2024,10927,PLO,PLO,NATURAL
983493,9771006,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/13/2024,PAR,175,GASOLINA,12/7/2024,10927,PLO,PLO,NATURAL
983493,9771008,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/13/2024,PAR,175,GASOLINA,12/11/2024,10927,PLO,PLO,NATURAL
983493,9770630,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/14/2024,PAR,175,GASOLINA,12/11/2024,10927,PLO,PLO,NATURAL
983493,9777564,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/14/2024,PAR,175,GASOLINA,11/30/2024,10901,CRE,CRE,NATURAL
983493,9770606,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/14/2024,PAR,175,GASOLINA,12/11/2024,10927,PLO,PLO,NATURAL
983493,9770630,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/14/2024,PAR,175,GASOLINA,12/11/2024,10927,PLO,PLO,NATURAL
983493,9770607,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/20/2024,PAR,175,GASOLINA,12/15/2024,11309,PLO,PLO,NATURAL
983493,9770607,COMPRA LOCAL,TUKO,TK-ALTERRA,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1790,12/20/2024,PAR,175,GASOLINA,12/15/2024,11309,PLO,PLO,NATURAL
983490,9780885,COMPRA LOCAL,PIAGGIO,APE CITY PETROL DLX,ECUADOR,2025,MOTOCICLETA,TRICIMOTO,LIVIANO,5980,12/4/2024,ALQ,197,GASOLINA,11/30/2024,11306,ROJ,NEG,NATURAL
983490,9781191,COMPRA LOCAL,PIAGGIO,APE CITY PETROL DLX,ECUADOR,2025,MOTOCICLETA,TRICIMOTO,LIVIANO,5980,12/4/2024,ALQ,197,GASOLINA,11/30/2024,11306,AZU,ROJ,NATURAL
983490,9780969,COMPRA LOCAL,PIAGGIO,APE CITY PETROL DLX,ECUADOR,2025,MOTOCICLETA,TRICIMOTO,LIVIANO,5980,12/4/2024,ALQ,197,GASOLINA,11/30/2024,11306,AZU,ROJ,NATURAL
983490,9781088,COMPRA LOCAL,PIAGGIO,APE CITY PETROL DLX,ECUADOR,2025,MOTOCICLETA,TRICIMOTO,LIVIANO,5980,12/4/2024,PAR,197,GASOLINA,11/30/2024,11319,AMA,,NATURAL
983490,9781052,COMPRA LOCAL,PIAGGIO,APE CITY PETROL DLX,ECUADOR,2025,MOTOCICLETA,TRICIMOTO,LIVIANO,5980,12/4/2024,ALQ,197,GASOLINA,11/30/2024,11306,AZU,ROJ,NATURAL
983490,9783122,COMPRA LOCAL,PIAGGIO,APE CITY PETROL DLX,ECUADOR,2025,MOTOCICLETA,TRICIMOTO,LIVIANO,5980,12/4/2024,PAR,197,GASOLINA,12/3/2024,11306,AZU,ROJ,NATURAL
983490,9781086,COMPRA LOCAL,PIAGGIO,APE CITY PETROL DLX,ECUADOR,2025,MOTOCICLETA,TRICIMOTO,LIVIANO,5980,12/4/2024,ALQ,197,GASOLINA,11/30/2024,11306,AZU,ROJ,NATURAL
983486,9793661,IMPORTACIÓN DIRECTA,CHEVROLET,D-MAX PREMIER CRDI AC 2.0 CD 4X4 TM DIESEL,CHINA POPULAR,2025,CAMIONETA,DOBLE CABINA,LIVIANO,39990,12/18/2024,PAR,1996,DIESEL,12/10/2024,21701,BLA,,JURIDICA
983481,9425778,COMPRA LOCAL,HINO,AK8JRSA CON RETARD 7.7 2P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,155990,9/17/2024,ALQ,7684,DIESEL,9/16/2024,21705,VRD,CRE,NATURAL
983480,9773096,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,11/29/2024,PAR,232,GASOLINA,11/29/2024,11308,NEG,NEG,NATURAL
983480,9780999,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/3/2024,PAR,232,GASOLINA,11/29/2024,21701,AZU,NEG,NATURAL
983480,9780957,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/3/2024,PAR,232,GASOLINA,11/30/2024,21701,VRD,NEG,NATURAL
983480,9781158,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/3/2024,PAR,232,GASOLINA,11/30/2024,21701,VRD,NEG,NATURAL
983480,9780956,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/3/2024,PAR,232,GASOLINA,12/2/2024,21701,PLA,NEG,NATURAL
983480,9781158,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/3/2024,PAR,232,GASOLINA,11/30/2024,21701,VRD,NEG,NATURAL
983480,9781146,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/5/2024,PAR,232,GASOLINA,12/4/2024,21701,AZU,NEG,NATURAL
983480,9781346,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/9/2024,PAR,232,GASOLINA,12/6/2024,21701,VRD,NEG,NATURAL
983480,9773282,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/9/2024,PAR,232,GASOLINA,12/7/2024,10901,VRD,VRD,NATURAL
983480,9773309,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/11/2024,PAR,232,GASOLINA,12/10/2024,11201,AZU,NEG,NATURAL
983480,9773309,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/11/2024,PAR,232,GASOLINA,12/10/2024,11201,AZU,NEG,NATURAL
983480,9773292,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/12/2024,PAR,232,GASOLINA,12/11/2024,21701,NEG,AMA,NATURAL
983480,9781205,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/12/2024,PAR,232,GASOLINA,12/11/2024,21701,PLA,PLA,NATURAL
983480,9773315,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/13/2024,PAR,232,GASOLINA,12/12/2024,11309,PLA,PLA,NATURAL
983480,9780921,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/14/2024,PAR,232,GASOLINA,12/13/2024,21701,VRD,NEG,NATURAL
983480,9773313,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/14/2024,PAR,232,GASOLINA,12/13/2024,10901,AZU,AZU,NATURAL
983480,9780912,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/16/2024,PAR,232,GASOLINA,12/16/2024,21101,NEG,NEG,NATURAL
983480,9773232,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/16/2024,PAR,232,GASOLINA,12/16/2024,10927,NEG,NEG,NATURAL
983480,9773303,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/17/2024,PAR,232,GASOLINA,12/16/2024,11304,NEG,NEG,NATURAL
983480,9773310,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/17/2024,PAR,232,GASOLINA,12/16/2024,10925,NEG,NEG,NATURAL
983480,9773310,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/17/2024,PAR,232,GASOLINA,12/16/2024,10925,NEG,NEG,NATURAL
983480,9781160,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/19/2024,PAR,232,GASOLINA,12/19/2024,11204,NEG,,NATURAL
983480,9781110,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/20/2024,PAR,232,GASOLINA,12/5/2024,10927,NEG,NEG,NATURAL
983480,9810152,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/24/2024,PAR,232,GASOLINA,12/21/2024,31901,AZU,AZU,NATURAL
983480,9773289,COMPRA LOCAL,THUNDER,MIG25 M2,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,1990,12/26/2024,PAR,232,GASOLINA,12/26/2024,10712,NEG,NEG,NATURAL
983477,9786683,COMPRA LOCAL,DUCATI,SCRAMBLER NIGHTSHIFT,ITALIA,2025,MOTOCICLETA,TRAIL,LIVIANO,18790,12/18/2024,PAR,803,GASOLINA,12/18/2024,21701,AZU,,NATURAL
983468,9769979,COMPRA LOCAL,GALARDI,FORZA GL250FR,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,2396,12/2/2024,PAR,250,GASOLINA,11/26/2024,21701,NEG,NEG,NATURAL
983468,9779480,COMPRA LOCAL,GALARDI,FORZA GL250FR,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,2396,12/2/2024,PAR,250,GASOLINA,11/30/2024,21701,NEG,NEG,NATURAL
983468,9779682,COMPRA LOCAL,GALARDI,FORZA GL250FR,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,2396,12/2/2024,PAR,250,GASOLINA,11/27/2024,21701,NEG,NEG,JURIDICA
983468,9779684,COMPRA LOCAL,GALARDI,FORZA GL250FR,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,2396,12/2/2024,PAR,250,GASOLINA,11/27/2024,21701,NEG,NEG,JURIDICA
983468,9779481,COMPRA LOCAL,GALARDI,FORZA GL250FR,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,2396,12/2/2024,PAR,250,GASOLINA,12/2/2024,21701,NEG,NEG,JURIDICA
983468,9779481,COMPRA LOCAL,GALARDI,FORZA GL250FR,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,2396,12/2/2024,PAR,250,GASOLINA,12/2/2024,21701,NEG,NEG,JURIDICA
983468,9779694,COMPRA LOCAL,GALARDI,FORZA GL250FR,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,2396,12/2/2024,PAR,250,GASOLINA,12/2/2024,21701,NEG,NEG,JURIDICA
983468,9809286,COMPRA LOCAL,GALARDI,FORZA GL250FR,ECUADOR,2025,MOTOCICLETA,PASEO,LIVIANO,2396,12/24/2024,PAR,250,GASOLINA,12/24/2024,21708,NEG,NEG,JURIDICA
983460,9801285,COMPRA LOCAL,TOYOTA,NEW HILUX 2.7 CS 4X4 TM,ARGENTINA,2025,CAMIONETA,CABINA SIMPLE,LIVIANO,39999,12/20/2024,PAR,2694,GASOLINA,12/21/2024,21707,PLO,PLO,JURIDICA
983460,9801285,COMPRA LOCAL,TOYOTA,NEW HILUX 2.7 CS 4X4 TM,ARGENTINA,2025,CAMIONETA,CABINA SIMPLE,LIVIANO,39999,12/21/2024,PAR,2694,GASOLINA,12/21/2024,21707,PLO,PLO,JURIDICA
983460,9801285,COMPRA LOCAL,TOYOTA,NEW HILUX 2.7 CS 4X4 TM,ARGENTINA,2025,CAMIONETA,CABINA SIMPLE,LIVIANO,39999,12/21/2024,PAR,2694,GASOLINA,12/21/2024,21707,PLO,PLO,JURIDICA
983460,9801285,COMPRA LOCAL,TOYOTA,NEW HILUX 2.7 CS 4X4 TM,ARGENTINA,2025,CAMIONETA,CABINA SIMPLE,LIVIANO,39999,12/21/2024,PAR,2694,GASOLINA,12/21/2024,21707,PLO,PLO,JURIDICA
983460,9801285,COMPRA LOCAL,TOYOTA,NEW HILUX 2.7 CS 4X4 TM,ARGENTINA,2025,CAMIONETA,CABINA SIMPLE,LIVIANO,39999,12/21/2024,PAR,2694,GASOLINA,12/21/2024,21707,PLO,PLO,JURIDICA
983457,9790731,IMPORTACIÓN DIRECTA,TOYOTA,RAV4 XLE AC 2.5 5P 4X4 TA HYBRID,JAPON,2020,JEEP,HIBRIDO-J,LIVIANO,12695.23,12/17/2024,PAR,2500,HIBRIDO_GASOLINA_BATERIAS,12/4/2024,20101,BLA,BLA,NATURAL
983453,9780539,COMPRA LOCAL,CAMC,HN3250B35D1M3 AC 9.8 2P 6X4 TM DIESEL,CHINA POPULAR,2024,VOLQUETA,VOLQUETA,PESADO,113400,12/17/2024,PAR,9840,DIESEL,12/11/2024,11301,BLA,,JURIDICA
983453,9780537,COMPRA LOCAL,CAMC,HN3250B35D1M3 AC 9.8 2P 6X4 TM DIESEL,CHINA POPULAR,2024,VOLQUETA,VOLQUETA,PESADO,113400,12/17/2024,PAR,9840,DIESEL,12/11/2024,11301,BLA,,JURIDICA
983450,9808305,COMPRA LOCAL,DONGFENG,EQ1090S8CDB AC 3.8 2P 4X2 TM DIESEL CN,CHINA POPULAR,2025,CAMION,CAMION,PESADO,28990,12/24/2024,PAR,3760,DIESEL,12/24/2024,10901,BLA,BLA,NATURAL
983450,9808305,COMPRA LOCAL,DONGFENG,EQ1090S8CDB AC 3.8 2P 4X2 TM DIESEL CN,CHINA POPULAR,2025,CAMION,CAMION,PESADO,28990,12/26/2024,PAR,3760,DIESEL,12/24/2024,10901,BLA,BLA,NATURAL
983309,9761514,COMPRA LOCAL,PORSCHE,CAYENNE E-HYBRID AC 3.0 5P 4X4 TA HYBRID,ESLOVAQUIA,2025,JEEP,HIBRIDO-J,LIVIANO,131990,11/25/2024,PAR,2995,HIBRIDO_GASOLINA_BATERIAS,11/25/2024,10901,PLA,PLA,NATURAL
983297,9797190,COMPRA LOCAL,KAMA,KMC1041A28S5 AC 1.9 4P 4X2 TM DIESEL,CHINA POPULAR,2025,CAMION,PLATAFORMA-C,PESADO,19990,12/13/2024,PAR,1910,DIESEL,12/13/2024,32204,ROJ,ROJ,NATURAL
983172,9795662,IMPORTACIÓN DIRECTA,BMW,X4 XDRIVE30I AC 2.0 5P 4X2 TA,ESTADOS UNIDOS,2022,JEEP,JEEP,LIVIANO,36269.32,12/13/2024,PAR,2000,GASOLINA,12/9/2024,20101,NEG,NEG,NATURAL
983159,9761187,COMPRA LOCAL,BAW,MPV AC 5P 4X2 TA EV,CHINA POPULAR,2024,JEEP,ELECTRICO-J,LIVIANO,45000,11/28/2024,PAR,0,ELECTRICO,11/28/2024,10901,BLA,BLA,JURIDICA
982865,9761550,IMPORTACIÓN DIRECTA,HONDA,HR-V LX AC 2.0 5P 4X4 TA,MEXICO,2025,JEEP,JEEP,LIVIANO,49934.52,11/25/2024,PAR,2000,GASOLINA,11/19/2024,10912,PLA,PLA,NATURAL
982863,9784956,IMPORTACIÓN DIRECTA,FORD,EXPEDITION XLT AC 3.5 5P 4X4 TA,ESTADOS UNIDOS,2020,JEEP,JEEP,LIVIANO,7509.39,12/12/2024,PAR,3500,GASOLINA,12/3/2024,20103,PLO,PLO,NATURAL
982860,9750795,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,11/20/2024,PAR,449,GASOLINA,11/19/2024,21701,PLO,PLO,NATURAL
982860,9750785,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,11/20/2024,PAR,449,GASOLINA,11/19/2024,21701,PLO,PLO,NATURAL
982860,9750780,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,11/21/2024,PAR,449,GASOLINA,11/20/2024,12403,PLO,PLO,NATURAL
982860,9750780,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,11/21/2024,PAR,449,GASOLINA,11/20/2024,12403,PLO,PLO,NATURAL
982860,9750780,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,11/21/2024,PAR,449,GASOLINA,11/20/2024,12403,PLO,PLO,NATURAL
982860,9750776,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,11/21/2024,PAR,449,GASOLINA,11/20/2024,12403,PLO,PLO,NATURAL
982860,9750765,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,11/21/2024,PAR,449,GASOLINA,11/21/2024,20105,PLO,PLO,NATURAL
982860,9750767,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,11/21/2024,PAR,449,GASOLINA,11/21/2024,20105,PLO,PLO,NATURAL
982860,9750782,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,11/21/2024,PAR,449,GASOLINA,11/21/2024,20105,PLO,PLO,NATURAL
982860,9750771,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,11/22/2024,PAR,449,GASOLINA,11/21/2024,21701,PLO,PLO,JURIDICA
982860,9750774,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,11/22/2024,PAR,449,GASOLINA,11/22/2024,21701,PLO,PLO,NATURAL
982860,9750768,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,11/28/2024,PAR,449,GASOLINA,11/26/2024,20105,PLO,PLO,NATURAL
982860,9750783,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,12/3/2024,PAR,449,GASOLINA,12/2/2024,21701,PLO,PLO,NATURAL
982860,9750762,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,12/5/2024,PAR,449,GASOLINA,11/27/2024,11207,PLO,PLO,NATURAL
982860,9750788,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,12/5/2024,PAR,449,GASOLINA,12/4/2024,21701,PLO,PLO,JURIDICA
982860,9750794,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,12/5/2024,PAR,449,GASOLINA,12/5/2024,21701,AZU,AZU,NATURAL
982860,9750786,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,12/12/2024,PAR,449,GASOLINA,12/12/2024,21111,PLO,PLO,NATURAL
982860,9750777,COMPRA LOCAL,CF MOTO,CF400-8F,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,9965.5,12/17/2024,PAR,449,GASOLINA,12/17/2024,11308,AZU,AZU,JURIDICA
982854,9747504,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,11/18/2024,PAR,149,GASOLINA,11/17/2024,11207,NEG,NEG,NATURAL
